"MeanDecreaseGini","genes"
0,"hsa.mir.3975"
0,"hsa.mir.3976"
0,"hsa.mir.3977"
0,"hsa.mir.3978"
0.435410111077941,"hsa.mir.409"
1.01142730363568,"hsa.mir.410"
0.551048134083106,"hsa.mir.411"
0.296956226600701,"hsa.mir.412"
0.334077599432847,"hsa.mir.421"
0,"hsa.mir.422a"
0.253920548168567,"hsa.mir.423"
0.324930373225777,"hsa.mir.424"
0.440008897680217,"hsa.mir.425"
0,"hsa.mir.4251"
0,"hsa.mir.4252"
0,"hsa.mir.4253"
0.0367196811546683,"hsa.mir.4254"
0,"hsa.mir.4255"
0,"hsa.mir.4256"
0,"hsa.mir.4257"
0,"hsa.mir.4258"
0,"hsa.mir.4259"
0,"hsa.mir.4260"
0,"hsa.mir.4261"
0,"hsa.mir.4262"
0,"hsa.mir.4263"
0,"hsa.mir.4264"
0,"hsa.mir.4265"
0,"hsa.mir.4266"
0,"hsa.mir.4267"
0,"hsa.mir.4268"
0,"hsa.mir.4269"
0,"hsa.mir.4270"
0,"hsa.mir.4271"
0,"hsa.mir.4272"
0,"hsa.mir.4273"
0,"hsa.mir.4274"
0,"hsa.mir.4275"
0,"hsa.mir.4276"
0,"hsa.mir.4277"
0,"hsa.mir.4278"
0,"hsa.mir.4279"
0,"hsa.mir.4280"
0,"hsa.mir.4281"
0,"hsa.mir.4282"
0,"hsa.mir.4283.1"
0,"hsa.mir.4283.2"
0.0284796527400977,"hsa.mir.4284"
0,"hsa.mir.4285"
0.047483812129503,"hsa.mir.4286"
0,"hsa.mir.4287"
0,"hsa.mir.4288"
0,"hsa.mir.4289"
0.536638564419103,"hsa.mir.429"
0,"hsa.mir.4290"
0,"hsa.mir.4291"
0,"hsa.mir.4292"
0,"hsa.mir.4293"
0,"hsa.mir.4294"
0,"hsa.mir.4295"
0,"hsa.mir.4296"
0,"hsa.mir.4297"
0,"hsa.mir.4298"
0,"hsa.mir.4299"
0,"hsa.mir.4300"
0,"hsa.mir.4301"
0,"hsa.mir.4302"
0,"hsa.mir.4303"
0,"hsa.mir.4304"
0,"hsa.mir.4305"
0.0667607768892954,"hsa.mir.4306"
0,"hsa.mir.4307"
0,"hsa.mir.4308"
0,"hsa.mir.4309"
0.425630743112101,"hsa.mir.431"
0,"hsa.mir.4310"
0,"hsa.mir.4311"
0,"hsa.mir.4312"
0,"hsa.mir.4313"
0,"hsa.mir.4314"
0.119759169505176,"hsa.mir.4315.1"
0,"hsa.mir.4315.2"
0,"hsa.mir.4316"
0,"hsa.mir.4317"
0,"hsa.mir.4318"
0,"hsa.mir.4319"
0.763804100147976,"hsa.mir.432"
0.024,"hsa.mir.4320"
0,"hsa.mir.4321"
0.0497628205128205,"hsa.mir.4322"
0,"hsa.mir.4323"
0,"hsa.mir.4324"
0,"hsa.mir.4325"
0.395557703358298,"hsa.mir.4326"
0,"hsa.mir.4327"
0,"hsa.mir.4328"
0,"hsa.mir.4329"
0.263423189255326,"hsa.mir.433"
0,"hsa.mir.4330"
0,"hsa.mir.4417"
