6.965826988220214844e+00,1.129752159118652344e+01,8.967946052551269531e+00,5.876455783843994141e+00,1.025135517120361328e+01,1.503108692169189453e+01,5.911329746246337891e+00,1.164633655548095703e+01,1.147361373901367188e+01,8.388679504394531250e+00,1.305036258697509766e+01,1.043647193908691406e+01,7.106537342071533203e+00,1.067201232910156250e+01,6.594428062438964844e+00,9.388796806335449219e+00,0.000000000000000000e+00,1.144606685638427734e+01,7.621182918548583984e+00,6.190365314483642578e+00,6.691070556640625000e+00,6.078765392303466797e+00,8.719834327697753906e+00,1.047004032135009766e+01,9.683522224426269531e+00,6.947655200958251953e+00,1.206646060943603516e+01,0.000000000000000000e+00,5.832253932952880859e+00,7.909762382507324219e+00,7.857367038726806641e+00,0.000000000000000000e+00
6.792475223541259766e+00,1.037602138519287109e+01,8.132045745849609375e+00,5.674305438995361328e+00,9.718909263610839844e+00,1.445042610168457031e+01,5.615432739257812500e+00,1.202502727508544922e+01,1.100421905517578125e+01,8.133942604064941406e+00,1.158732795715332031e+01,1.019499778747558594e+01,6.789238929748535156e+00,9.643365859985351562e+00,6.122328281402587891e+00,9.150040626525878906e+00,0.000000000000000000e+00,1.086734104156494141e+01,7.282025814056396484e+00,6.009195804595947266e+00,7.004078388214111328e+00,6.302008152008056641e+00,8.031081199645996094e+00,1.000099754333496094e+01,9.139410018920898438e+00,6.464391231536865234e+00,1.086598873138427734e+01,0.000000000000000000e+00,5.659174919128417969e+00,7.636308193206787109e+00,7.247728347778320312e+00,0.000000000000000000e+00
6.842696189880371094e+00,1.022004032135009766e+01,8.030195236206054688e+00,5.743602275848388672e+00,9.743937492370605469e+00,1.454585266113281250e+01,5.640001773834228516e+00,1.248966789245605469e+01,1.110945034027099609e+01,8.259783744812011719e+00,1.120025920867919922e+01,1.043379306793212891e+01,6.837518692016601562e+00,9.301733970642089844e+00,6.121195316314697266e+00,9.216166496276855469e+00,0.000000000000000000e+00,1.096657276153564453e+01,7.504409313201904297e+00,6.105535507202148438e+00,7.539525985717773438e+00,6.661438941955566406e+00,7.823951721191406250e+00,1.016528511047363281e+01,9.079035758972167969e+00,6.506023883819580078e+00,1.047255611419677734e+01,0.000000000000000000e+00,5.779122829437255859e+00,7.731776714324951172e+00,7.118712425231933594e+00,0.000000000000000000e+00
7.897699356079101562e+00,1.336324977874755859e+01,1.047746562957763672e+01,6.499414920806884766e+00,1.168174362182617188e+01,1.699354553222656250e+01,6.791104793548583984e+00,1.219303131103515625e+01,1.296780586242675781e+01,9.484701156616210938e+00,1.558167743682861328e+01,1.169842433929443359e+01,8.000302314758300781e+00,1.284743690490722656e+01,7.641774177551269531e+00,1.057128810882568359e+01,0.000000000000000000e+00,1.293052005767822266e+01,8.354106903076171875e+00,6.994313716888427734e+00,6.525521278381347656e+00,6.178367614746093750e+00,1.023841381072998047e+01,1.189721965789794922e+01,1.113839340209960938e+01,8.051156997680664062e+00,1.467682933807373047e+01,0.000000000000000000e+00,6.552441596984863281e+00,8.916659355163574219e+00,9.299893379211425781e+00,0.000000000000000000e+00
6.867556571960449219e+00,1.033145904541015625e+01,8.247057914733886719e+00,5.725852012634277344e+00,9.776185035705566406e+00,1.467900848388671875e+01,5.654115200042724609e+00,1.238488388061523438e+01,1.116396522521972656e+01,8.243066787719726562e+00,1.157253742218017578e+01,1.042296028137207031e+01,6.821716308593750000e+00,9.517322540283203125e+00,6.174774646759033203e+00,9.243671417236328125e+00,0.000000000000000000e+00,1.095580387115478516e+01,7.542407512664794922e+00,6.084467411041259766e+00,7.504278659820556641e+00,6.590219020843505859e+00,8.029989242553710938e+00,1.018006992340087891e+01,9.259714126586914062e+00,6.536748409271240234e+00,1.073653316497802734e+01,0.000000000000000000e+00,5.785016059875488281e+00,7.810359954833984375e+00,7.240608215332031250e+00,0.000000000000000000e+00
6.720773696899414062e+00,1.065660762786865234e+01,8.274752616882324219e+00,5.676809310913085938e+00,9.679535865783691406e+00,1.448538589477539062e+01,5.610383987426757812e+00,1.161806201934814453e+01,1.106609535217285156e+01,8.159475326538085938e+00,1.175842380523681641e+01,1.032616806030273438e+01,6.787386894226074219e+00,9.683367729187011719e+00,6.079524993896484375e+00,9.057958602905273438e+00,0.000000000000000000e+00,1.085315036773681641e+01,7.327884674072265625e+00,5.971949100494384766e+00,6.834952354431152344e+00,6.129124164581298828e+00,8.216754913330078125e+00,1.008437252044677734e+01,9.065940856933593750e+00,6.621005535125732422e+00,1.102964782714843750e+01,0.000000000000000000e+00,5.685533523559570312e+00,7.604462146759033203e+00,7.386705398559570312e+00,0.000000000000000000e+00
6.818773269653320312e+00,1.089926910400390625e+01,8.527232170104980469e+00,5.621721744537353516e+00,9.834407806396484375e+00,1.438730525970458984e+01,5.664306163787841797e+00,1.103017807006835938e+01,1.098884010314941406e+01,8.051325798034667969e+00,1.246975040435791016e+01,1.002349090576171875e+01,6.725787162780761719e+00,1.026656818389892578e+01,6.281736373901367188e+00,9.100481033325195312e+00,0.000000000000000000e+00,1.079528141021728516e+01,7.242347240447998047e+00,5.944814682006835938e+00,6.287209033966064453e+00,5.707778453826904297e+00,8.329859733581542969e+00,1.007831287384033203e+01,9.286492347717285156e+00,6.734652042388916016e+00,1.175511932373046875e+01,0.000000000000000000e+00,5.614465713500976562e+00,7.657415390014648438e+00,7.488790512084960938e+00,0.000000000000000000e+00
7.098301410675048828e+00,1.114731216430664062e+01,8.766281127929687500e+00,5.965894699096679688e+00,1.024244880676269531e+01,1.509510803222656250e+01,5.983038902282714844e+00,1.196113872528076172e+01,1.162216186523437500e+01,8.478765487670898438e+00,1.262588977813720703e+01,1.073684978485107422e+01,7.133932113647460938e+00,1.042993831634521484e+01,6.561320304870605469e+00,9.498492240905761719e+00,0.000000000000000000e+00,1.139591312408447266e+01,7.637035846710205078e+00,6.261854171752929688e+00,6.902671813964843750e+00,6.253207683563232422e+00,8.625827789306640625e+00,1.062275791168212891e+01,9.635097503662109375e+00,6.912062168121337891e+00,1.184516429901123047e+01,0.000000000000000000e+00,5.978682518005371094e+00,8.065470695495605469e+00,7.781307220458984375e+00,0.000000000000000000e+00
7.255520343780517578e+00,1.184706878662109375e+01,9.411570549011230469e+00,6.134893417358398438e+00,1.064922904968261719e+01,1.572457218170166016e+01,6.117686271667480469e+00,1.196856498718261719e+01,1.194263267517089844e+01,8.732016563415527344e+00,1.377186489105224609e+01,1.087099266052246094e+01,7.355158805847167969e+00,1.132839488983154297e+01,6.784999847412109375e+00,9.799718856811523438e+00,0.000000000000000000e+00,1.180703926086425781e+01,7.837036609649658203e+00,6.441420555114746094e+00,6.725983142852783203e+00,6.237469196319580078e+00,9.097945213317871094e+00,1.081373977661132812e+01,1.017454814910888672e+01,7.336115360260009766e+00,1.287551212310791016e+01,0.000000000000000000e+00,6.064524650573730469e+00,8.204942703247070312e+00,8.310456275939941406e+00,0.000000000000000000e+00
7.327380180358886719e+00,1.197572994232177734e+01,9.536978721618652344e+00,6.171086788177490234e+00,1.077979469299316406e+01,1.585668659210205078e+01,6.165466308593750000e+00,1.206005859375000000e+01,1.203095436096191406e+01,8.760015487670898438e+00,1.399792766571044922e+01,1.098614120483398438e+01,7.393475532531738281e+00,1.149432086944580078e+01,6.892569065093994141e+00,9.920411109924316406e+00,0.000000000000000000e+00,1.194847106933593750e+01,7.953868389129638672e+00,6.414477825164794922e+00,6.808384895324707031e+00,6.229644298553466797e+00,9.178943634033203125e+00,1.092041587829589844e+01,1.033642196655273438e+01,7.447433471679687500e+00,1.309850597381591797e+01,0.000000000000000000e+00,6.096463680267333984e+00,8.329367637634277344e+00,8.401096343994140625e+00,0.000000000000000000e+00
